x,y,f
-6.72323,-8.58505,2.58403e+08
-6.72323,-8.37818,2.21635e+08
-6.72323,-8.17131,1.90316e+08
-6.72323,-7.96444,1.63728e+08
-6.72323,-7.75758,1.41236e+08
-6.72323,-7.55071,1.22278e+08
-6.72323,-7.34384,1.06358e+08
-6.72323,-7.13697,9.30398e+07
-6.72323,-6.9301,8.19411e+07
-6.72323,-6.72323,7.27279e+07
-6.72323,-6.51636,6.51097e+07
-6.72323,-6.30949,5.88346e+07
-6.72323,-6.10263,5.3685e+07
-6.72323,-5.89576,4.94741e+07
-6.72323,-5.68889,4.60417e+07
-6.72323,-5.48202,4.32516e+07
-6.72323,-5.27515,4.09882e+07
-6.72323,-5.06828,3.91541e+07
-6.72323,-4.86141,3.76678e+07
-6.72323,-4.65455,3.64613e+07
-6.72323,-4.44768,3.54782e+07
-6.72323,-4.24081,3.46724e+07
-6.72323,-4.03394,3.4006e+07
-6.72323,-3.82707,3.34487e+07
-6.72323,-3.6202,3.29758e+07
-6.72323,-3.41333,3.25678e+07
-6.72323,-3.20646,3.22096e+07
-6.72323,-2.9996,3.18889e+07
-6.72323,-2.79273,3.15968e+07
-6.72323,-2.58586,3.13261e+07
-6.72323,-2.37899,3.10716e+07
-6.72323,-2.17212,3.08294e+07
-6.72323,-1.96525,3.05966e+07
-6.72323,-1.75838,3.03712e+07
-6.72323,-1.55152,3.01517e+07
-6.72323,-1.34465,2.99371e+07
-6.72323,-1.13778,2.97267e+07
-6.72323,-0.930909,2.95201e+07
-6.72323,-0.72404,2.93169e+07
-6.72323,-0.517172,2.91168e+07
-6.72323,-0.310303,2.89199e+07
-6.72323,-0.103434,2.87258e+07
-6.72323,0.103434,2.85347e+07
-6.72323,0.310303,2.83465e+07
-6.72323,0.517172,2.81611e+07
-6.72323,0.72404,2.79787e+07
-6.72323,0.930909,2.77993e+07
-6.72323,1.13778,2.7623e+07
-6.72323,1.34465,2.74502e+07
-6.72323,1.55152,2.7281e+07
-6.72323,1.75838,2.71159e+07
-6.72323,1.96525,2.69557e+07
-6.72323,2.17212,2.68011e+07
-6.72323,2.37899,2.66536e+07
-6.72323,2.58586,2.65147e+07
-6.72323,2.79273,2.6387e+07
-6.72323,2.9996,2.62735e+07
-6.72323,3.20646,2.61784e+07
-6.72323,3.41333,2.61075e+07
-6.72323,3.6202,2.60679e+07
-6.72323,3.82707,2.60692e+07
-6.72323,4.03394,2.61234e+07
-6.72323,4.24081,2.62459e+07
-6.72323,4.44768,2.6456e+07
-6.72323,4.65455,2.67781e+07
-6.72323,4.86141,2.72419e+07
-6.72323,5.06828,2.78844e+07
-6.72323,5.27515,2.87507e+07
-6.72323,5.48202,2.98952e+07
-6.72323,5.68889,3.13839e+07
-6.72323,5.89576,3.32956e+07
-6.72323,6.10263,3.57243e+07
-6.72323,6.30949,3.87813e+07
-6.72323,6.51636,4.25979e+07
-6.72323,6.72323,4.73281e+07
-6.72323,6.9301,5.31518e+07
-6.72323,7.13697,6.0278e+07
-6.72323,7.34384,6.89491e+07
-6.72323,7.55071,7.94444e+07
-6.72323,7.75758,9.20848e+07
-6.72323,7.96444,1.07238e+08
-6.72323,8.17131,1.25323e+08
-6.72323,8.37818,1.46818e+08
-6.72323,8.58505,1.72263e+08
-6.72323,8.79192,2.0227e+08
-6.72323,8.99879,2.37529e+08
-6.72323,9.20566,2.78815e+08
-6.72323,9.41253,3.26997e+08
-6.72323,9.61939,3.83049e+08
-6.72323,9.82626,4.48056e+08
-6.72323,10.0331,5.23226e+08
-6.72323,10.24,6.09904e+08
-6.51636,-10.24,8.57248e+08
-6.51636,-10.0331,7.38833e+08
-6.51636,-9.82626,6.35573e+08
-6.51636,-9.61939,5.45763e+08
-6.51636,-9.41253,4.67865e+08
-6.51636,-9.20566,4.00488e+08
-6.51636,-8.99879,3.42381e+08
-6.51636,-8.79192,2.92419e+08
-6.51636,-8.58505,2.49595e+08
-6.51636,-8.37818,2.13008e+08
-6.51636,-8.17131,1.81854e+08
-6.51636,-7.96444,1.55419e+08
-6.51636,-7.75758,1.33067e+08
-6.51636,-7.55071,1.14238e+08
-6.51636,-7.34384,9.84364e+07
-6.51636,-7.13697,8.52274e+07
-6.51636,-6.9301,7.42295e+07
-6.51636,-6.72323,6.51097e+07
-6.51636,-6.51636,5.7578e+07
-6.51636,-6.30949,5.13834e+07
-6.51636,-6.10263,4.6309e+07
-6.51636,-5.89576,4.21682e+07
-6.51636,-5.68889,3.88018e+07
-6.51636,-5.48202,3.60737e+07
-6.51636,-5.27515,3.3869e+07
-6.51636,-5.06828,3.20905e+07
-6.51636,-4.86141,3.06572e+07
-6.51636,-4.65455,2.95013e+07
-6.51636,-4.44768,2.85667e+07
-6.51636,-4.24081,2.78076e+07
-6.51636,-4.03394,2.71864e+07
-6.51636,-3.82707,2.66728e+07
-6.51636,-3.6202,2.62424e+07
-6.51636,-3.41333,2.58758e+07
-6.51636,-3.20646,2.5558e+07
-6.51636,-2.9996,2.52769e+07
-6.51636,-2.79273,2.50236e+07
-6.51636,-2.58586,2.4791e+07
-6.51636,-2.37899,2.4574e+07
-6.51636,-2.17212,2.43688e+07
-6.51636,-1.96525,2.41724e+07
-6.51636,-1.75838,2.3983e+07
-6.51636,-1.55152,2.37991e+07
-6.51636,-1.34465,2.36197e+07
-6.51636,-1.13778,2.34441e+07
-6.51636,-0.930909,2.32718e+07
-6.51636,-0.72404,2.31026e+07
-6.51636,-0.517172,2.29363e+07
-6.51636,-0.310303,2.27726e+07
-6.51636,-0.103434,2.26116e+07
-6.51636,0.103434,2.24532e+07
-6.51636,0.310303,2.22973e+07
-6.51636,0.517172,2.2144e+07
-6.51636,0.72404,2.19932e+07
-6.51636,0.930909,2.18451e+07
-6.51636,1.13778,2.16999e+07
-6.51636,1.34465,2.15576e+07
-6.51636,1.55152,2.14187e+07
-6.51636,1.75838,2.12835e+07
-6.51636,1.96525,2.11527e+07
-6.51636,2.17212,2.10272e+07
-6.51636,2.37899,2.09082e+07
-6.51636,2.58586,2.07974e+07
-6.51636,2.79273,2.06971e+07
-6.51636,2.9996,2.06104e+07
-6.51636,3.20646,2.05415e+07
-6.51636,3.41333,2.04959e+07
-6.51636,3.6202,2.04807e+07
-6.51636,3.82707,2.05053e+07
-6.51636,4.03394,2.05817e+07
-6.51636,4.24081,2.0725e+07
-6.51636,4.44768,2.09544e+07
-6.51636,4.65455,2.12939e+07
-6.51636,4.86141,2.17732e+07
-6.51636,5.06828,2.2429e+07
-6.51636,5.27515,2.33059e+07
-6.51636,5.48202,2.44581e+07
-6.51636,5.68889,2.59511e+07
-6.51636,5.89576,2.78634e+07
-6.51636,6.10263,3.02885e+07
-6.51636,6.30949,3.33371e+07
-6.51636,6.51636,3.71399e+07
-6.51636,6.72323,4.18504e+07
-6.51636,6.9301,4.76476e+07
-6.51636,7.13697,5.47401e+07
-6.51636,7.34384,6.33691e+07
-6.51636,7.55071,7.38131e+07
-6.51636,7.75758,8.63922e+07
-6.51636,7.96444,1.01473e+08
-6.51636,8.17131,1.19473e+08
-6.51636,8.37818,1.4087e+08
-6.51636,8.58505,1.66201e+08
-6.51636,8.79192,1.96079e+08
-6.51636,8.99879,2.31191e+08
-6.51636,9.20566,2.7231e+08
-6.51636,9.41253,3.20304e+08
-6.51636,9.61939,3.76145e+08
-6.51636,9.82626,4.40917e+08
-6.51636,10.0331,5.15824e+08
-6.51636,10.24,6.0221e+08
-6.30949,-10.24,8.47717e+08
-6.30949,-10.0331,7.29656e+08
-6.30949,-9.82626,6.2672e+08
-6.30949,-9.61939,5.37208e+08
-6.30949,-9.41253,4.59582e+08
-6.30949,-9.20566,3.92454e+08
-6.30949,-8.99879,3.34574e+08
-6.30949,-8.79192,2.84821e+08
-6.30949,-8.58505,2.42188e+08
-6.30949,-8.37818,2.05775e+08
-6.30949,-8.17131,1.74781e+08
-6.30949,-7.96444,1.48491e+08
-6.30949,-7.75758,1.26273e+08
-6.30949,-7.55071,1.07566e+08
-6.30949,-7.34384,9.18765e+07
-6.30949,-7.13697,7.87704e+07
-6.30949,-6.9301,6.78672e+07
-6.30949,-6.72323,5.88346e+07
-6.30949,-6.51636,5.13834e+07
-6.30949,-6.30949,4.52633e+07
-6.30949,-6.10263,4.02579e+07
-6.30949,-5.89576,3.61815e+07
-6.30949,-5.68889,3.28751e+07
-6.30949,-5.48202,3.02033e+07
-6.30949,-5.27515,2.80515e+07
-6.30949,-5.06828,2.6323e+07
-6.30949,-4.86141,2.4937e+07
-6.30949,-4.65455,2.38261e+07
-6.30949,-4.44768,2.29346e+07
-6.30949,-4.24081,2.22167e+07
-6.30949,-4.03394,2.16351e+07
-6.30949,-3.82707,2.11598e+07
-6.30949,-3.6202,2.07665e+07
-6.30949,-3.41333,2.0436e+07
-6.30949,-3.20646,2.01532e+07
-6.30949,-2.9996,1.99065e+07
-6.30949,-2.79273,1.96867e+07
-6.30949,-2.58586,1.94871e+07
-6.30949,-2.37899,1.93024e+07
-6.30949,-2.17212,1.9129e+07
-6.30949,-1.96525,1.89641e+07
-6.30949,-1.75838,1.88056e+07
-6.30949,-1.55152,1.86522e+07
-6.30949,-1.34465,1.85029e+07
-6.30949,-1.13778,1.83571e+07
-6.30949,-0.930909,1.82143e+07
-6.30949,-0.72404,1.80742e+07
-6.30949,-0.517172,1.79366e+07
-6.30949,-0.310303,1.78015e+07
-6.30949,-0.103434,1.76687e+07
-6.30949,0.103434,1.75381e+07
-6.30949,0.310303,1.74098e+07
-6.30949,0.517172,1.72837e+07
-6.30949,0.72404,1.716e+07
-6.30949,0.930909,1.70385e+07
-6.30949,1.13778,1.69196e+07
-6.30949,1.34465,1.68034e+07
-6.30949,1.55152,1.66901e+07
-6.30949,1.75838,1.65803e+07
-6.30949,1.96525,1.64745e+07
-6.30949,2.17212,1.63735e+07
-6.30949,2.37899,1.62786e+07
-6.30949,2.58586,1.61914e+07
-6.30949,2.79273,1.61142e+07
-6.30949,2.9996,1.60499e+07
-6.30949,3.20646,1.60028e+07
-6.30949,3.41333,1.59782e+07
-6.30949,3.6202,1.59831e+07
-6.30949,3.82707,1.60269e+07
-6.30949,4.03394,1.61212e+07
-6.30949,4.24081,1.62811e+07
-6.30949,4.44768,1.65257e+07
-6.30949,4.65455,1.68787e+07
-6.30949,4.86141,1.73695e+07
-6.30949,5.06828,1.80345e+07
-6.30949,5.27515,1.89181e+07
-6.30949,5.48202,2.00741e+07
-6.30949,5.68889,2.15677e+07
-6.30949,5.89576,2.34768e+07
-6.30949,6.10263,2.58944e+07
-6.30949,6.30949,2.89309e+07
-6.30949,6.51636,3.27164e+07
-6.30949,6.72323,3.74036e+07
-6.30949,6.9301,4.31709e+07
-6.30949,7.13697,5.02261e+07
-6.30949,7.34384,5.88097e+07
-6.30949,7.55071,6.91991e+07
-6.30949,7.75758,8.17136e+07
-6.30949,7.96444,9.67185e+07
-6.30949,8.17131,1.14631e+08
-6.30949,8.37818,1.35926e+08
-6.30949,8.58505,1.61142e+08
-6.30949,8.79192,1.90887e+08
-6.30949,8.99879,2.25848e+08
-6.30949,9.20566,2.66798e+08
-6.30949,9.41253,3.14602e+08
-6.30949,9.61939,3.7023e+08
-6.30949,9.82626,4.34763e+08
-6.30949,10.0331,5.09405e+08
-6.30949,10.24,5.95496e+08
-6.10263,-10.24,8.39415e+08
-6.10263,-10.0331,7.21701e+08
-6.10263,-9.82626,6.19082e+08
-6.10263,-9.61939,5.29861e+08
-6.10263,-9.41253,4.525e+08
-6.10263,-9.20566,3.85615e+08
-6.10263,-8.99879,3.27957e+08
-6.10263,-8.79192,2.78406e+08
-6.10263,-8.58505,2.35958e+08
-6.10263,-8.37818,1.99713e+08
-6.10263,-8.17131,1.68872e+08
-6.10263,-7.96444,1.42722e+08
-6.10263,-7.75758,1.20632e+08
-6.10263,-7.55071,1.02042e+08
-6.10263,-7.34384,8.64588e+07
-6.10263,-7.13697,7.34501e+07
-6.10263,-6.9301,6.2636e+07
-6.10263,-6.72323,5.3685e+07
-6.10263,-6.51636,4.6309e+07
-6.10263,-6.30949,4.02579e+07
-6.10263,-6.10263,3.53164e+07
-6.10263,-5.89576,3.1299e+07
-6.10263,-5.68889,2.80475e+07
-6.10263,-5.48202,2.54268e+07
-6.10263,-5.27515,2.33228e+07
-6.10263,-5.06828,2.16392e+07
-6.10263,-4.86141,2.02955e+07
-6.10263,-4.65455,1.92246e+07
-6.10263,-4.44768,1.83711e+07
-6.10263,-4.24081,1.76896e+07
-6.10263,-4.03394,1.71428e+07
-6.10263,-3.82707,1.6701e+07
-6.10263,-3.6202,1.634e+07
-6.10263,-3.41333,1.60408e+07
-6.10263,-3.20646,1.57884e+07
-6.10263,-2.9996,1.55713e+07
-6.10263,-2.79273,1.53805e+07
-6.10263,-2.58586,1.52092e+07
-6.10263,-2.37899,1.50524e+07
-6.10263,-2.17212,1.49062e+07
-6.10263,-1.96525,1.47681e+07
-6.10263,-1.75838,1.46361e+07
-6.10263,-1.55152,1.45088e+07
-6.10263,-1.34465,1.43852e+07
-6.10263,-1.13778,1.42648e+07
-6.10263,-0.930909,1.41471e+07
-6.10263,-0.72404,1.40318e+07
-6.10263,-0.517172,1.39188e+07
-6.10263,-0.310303,1.38079e+07
-6.10263,-0.103434,1.3699e+07
-6.10263,0.103434,1.35921e+07
-6.10263,0.310303,1.34872e+07
-6.10263,0.517172,1.33842e+07
-6.10263,0.72404,1.32833e+07
-6.10263,0.930909,1.31844e+07
-6.10263,1.13778,1.30878e+07
-6.10263,1.34465,1.29935e+07
-6.10263,1.55152,1.29019e+07
-6.10263,1.75838,1.28134e+07
-6.10263,1.96525,1.27286e+07
-6.10263,2.17212,1.26482e+07
-6.10263,2.37899,1.25735e+07
-6.10263,2.58586,1.25061e+07
-6.10263,2.79273,1.24481e+07
-6.10263,2.9996,1.24025e+07
-6.10263,3.20646,1.23734e+07
-6.10263,3.41333,1.2366e+07
-6.10263,3.6202,1.23874e+07
-6.10263,3.82707,1.24465e+07
-6.10263,4.03394,1.25552e+07
-6.10263,4.24081,1.27282e+07
-6.10263,4.44768,1.29844e+07
-6.10263,4.65455,1.33473e+07
-6.10263,4.86141,1.38462e+07
-6.10263,5.06828,1.4517e+07
-6.10263,5.27515,1.54038e+07
-6.10263,5.48202,1.65603e+07
-6.10263,5.68889,1.80511e+07
-6.10263,5.89576,1.99538e+07
-6.10263,6.10263,2.23608e+07
-6.10263,6.30949,2.53821e+07
-6.10263,6.51636,2.91471e+07
-6.10263,6.72323,3.38079e+07
-6.10263,6.9301,3.95424e+07
-6.10263,7.13697,4.65574e+07
-6.10263,7.34384,5.50926e+07
-6.10263,7.55071,6.54247e+07
-6.10263,7.75758,7.78718e+07
-6.10263,7.96444,9.27983e+07
-6.10263,8.17131,1.1062e+08
-6.10263,8.37818,1.31811e+08
-6.10263,8.58505,1.56908e+08
-6.10263,8.79192,1.86519e+08
-6.10263,8.99879,2.21328e+08
-6.10263,9.20566,2.62106e+08
-6.10263,9.41253,3.09717e+08
-6.10263,9.61939,3.6513e+08
-6.10263,9.82626,4.29422e+08
-6.10263,10.0331,5.03798e+08
-6.10263,10.24,5.89592e+08
-5.89576,-10.24,8.32145e+08
-5.89576,-10.0331,7.14771e+08
-5.89576,-9.82626,6.12464e+08
-5.89576,-9.61939,5.23527e+08
-5.89576,-9.41253,4.46427e+08
-5.89576,-9.20566,3.79778e+08
-5.89576,-8.99879,3.22336e+08
-5.89576,-8.79192,2.72982e+08
-5.89576,-8.58505,2.30712e+08
-5.89576,-8.37818,1.94631e+08
-5.89576,-8.17131,1.63938e+08
-5.89576,-7.96444,1.37923e+08
-5.89576,-7.75758,1.15955e+08
-5.89576,-7.55071,9.7476e+07
-5.89576,-7.34384,8.19945e+07
-5.89576,-7.13697,6.90782e+07
-5.89576,-6.9301,5.83482e+07
-5.89576,-6.72323,4.94741e+07
-5.89576,-6.51636,4.21682e+07
-5.89576,-6.30949,3.61815e+07
-5.89576,-6.10263,3.1299e+07
-5.89576,-5.89576,2.73361e+07
-5.89576,-5.68889,2.41347e+07
-5.89576,-5.48202,2.15606e+07
-5.89576,-5.27515,1.94998e+07
-5.89576,-5.06828,1.78566e+07
-5.89576,-4.86141,1.65507e+07
-5.89576,-4.65455,1.55155e+07
-5.89576,-4.44768,1.46957e+07
-5.89576,-4.24081,1.40462e+07
-5.89576,-4.03394,1.35299e+07
-5.89576,-3.82707,1.31173e+07
-5.89576,-3.6202,1.27844e+07
-5.89576,-3.41333,1.25123e+07
-5.89576,-3.20646,1.22862e+07
-5.89576,-2.9996,1.20946e+07
-5.89576,-2.79273,1.19287e+07
-5.89576,-2.58586,1.17817e+07
-5.89576,-2.37899,1.16486e+07
-5.89576,-2.17212,1.15258e+07
-5.89576,-1.96525,1.14106e+07
-5.89576,-1.75838,1.13011e+07
-5.89576,-1.55152,1.11959e+07
-5.89576,-1.34465,1.10943e+07
-5.89576,-1.13778,1.09954e+07
-5.89576,-0.930909,1.0899e+07
-5.89576,-0.72404,1.08047e+07
-5.89576,-0.517172,1.07124e+07
-5.89576,-0.310303,1.0622e+07
-5.89576,-0.103434,1.05333e+07
-5.89576,0.103434,1.04464e+07
-5.89576,0.310303,1.03612e+07
-5.89576,0.517172,1.02777e+07
-5.89576,0.72404,1.0196e+07
-5.89576,0.930909,1.01161e+07
-5.89576,1.13778,1.00382e+07
-5.89576,1.34465,9.96238e+06
-5.89576,1.55152,9.88895e+06
-5.89576,1.75838,9.81831e+06
-5.89576,1.96525,9.751e+06
-5.89576,2.17212,9.68783e+06
-5.89576,2.37899,9.62992e+06
-5.89576,2.58586,9.57883e+06
-5.89576,2.79273,9.53672e+06
-5.89576,2.9996,9.5065e+06
-5.89576,3.20646,9.49211e+06
-5.89576,3.41333,9.49877e+06
-5.89576,3.6202,9.53336e+06
-5.89576,3.82707,9.60482e+06
-5.89576,4.03394,9.72469e+06
-5.89576,4.24081,9.90769e+06
-5.89576,4.44768,1.01724e+07
-5.89576,4.65455,1.05422e+07
-5.89576,4.86141,1.10461e+07
-5.89576,5.06828,1.17197e+07
-5.89576,5.27515,1.2607e+07
-5.89576,5.48202,1.37611e+07
-5.89576,5.68889,1.52463e+07
-5.89576,5.89576,1.71397e+07
-5.89576,6.10263,1.95335e+07
-5.89576,6.30949,2.25368e+07
-5.89576,6.51636,2.62787e+07
-5.89576,6.72323,3.09106e+07
-5.89576,6.9301,3.66097e+07
-5.89576,7.13697,4.3582e+07
-5.89576,7.34384,5.20664e+07
-5.89576,7.55071,6.23388e+07
-5.89576,7.75758,7.47163e+07
-5.89576,7.96444,8.95622e+07
-5.89576,8.17131,1.07291e+08
-5.89576,8.37818,1.28376e+08
-5.89576,8.58505,1.53353e+08
-5.89576,8.79192,1.82826e+08
-5.89576,8.99879,2.17481e+08
-5.89576,9.20566,2.58086e+08
-5.89576,9.41253,3.05503e+08
-5.89576,9.61939,3.60698e+08
-5.89576,9.82626,4.24749e+08
-5.89576,10.0331,4.98856e+08
-5.89576,10.24,5.84353e+08
-5.68889,-10.24,8.25737e+08
-5.68889,-10.0331,7.08698e+08
-5.68889,-9.82626,6.06697e+08
-5.68889,-9.61939,5.1804e+08
-5.68889,-9.41253,4.41194e+08
-5.68889,-9.20566,3.74777e+08
-5.68889,-8.99879,3.17546e+08
-5.68889,-8.79192,2.68383e+08
-5.68889,-8.58505,2.26287e+08
-5.68889,-8.37818,1.90364e+08
-5.68889,-8.17131,1.59814e+08
-5.68889,-7.96444,1.33929e+08
-5.68889,-7.75758,1.12079e+08
-5.68889,-7.55071,9.37069e+07
-5.68889,-7.34384,7.83222e+07
-5.68889,-7.13697,6.54937e+07
-5.68889,-6.9301,5.48434e+07
-5.68889,-6.72323,4.60417e+07
-5.68889,-6.51636,3.88018e+07
-5.68889,-6.30949,3.28751e+07
-5.68889,-6.10263,2.80475e+07
-5.68889,-5.89576,2.41347e+07
-5.68889,-5.68889,2.09795e+07
-5.68889,-5.48202,1.84477e+07
-5.68889,-5.27515,1.64262e+07
-5.68889,-5.06828,1.48194e+07
-5.68889,-4.86141,1.35475e+07
-5.68889,-4.65455,1.2544e+07
-5.68889,-4.44768,1.1754e+07
-5.68889,-4.24081,1.11326e+07
-5.68889,-4.03394,1.06432e+07
-5.68889,-3.82707,1.0256e+07
-5.68889,-3.6202,9.94748e+06
-5.68889,-3.41333,9.69885e+06
-5.68889,-3.20646,9.4954e+06
-5.68889,-2.9996,9.32571e+06
-5.68889,-2.79273,9.18103e+06
-5.68889,-2.58586,9.05476e+06
-5.68889,-2.37899,8.94193e+06
-5.68889,-2.17212,8.83895e+06
-5.68889,-1.96525,8.74317e+06
-5.68889,-1.75838,8.65274e+06
-5.68889,-1.55152,8.56637e+06
-5.68889,-1.34465,8.48315e+06
-5.68889,-1.13778,8.4025e+06
-5.68889,-0.930909,8.32401e+06
-5.68889,-0.72404,8.24742e+06
-5.68889,-0.517172,8.17257e+06
-5.68889,-0.310303,8.09935e+06
-5.68889,-0.103434,8.02768e+06
-5.68889,0.103434,7.95752e+06
-5.68889,0.310303,7.88887e+06
-5.68889,0.517172,7.82172e+06
-5.68889,0.72404,7.7561e+06
-5.68889,0.930909,7.69208e+06
-5.68889,1.13778,7.62977e+06
-5.68889,1.34465,7.56933e+06
-5.68889,1.55152,7.51102e+06
-5.68889,1.75838,7.45522e+06
-5.68889,1.96525,7.40245e+06
-5.68889,2.17212,7.3535e+06
-5.68889,2.37899,7.30946e+06
-5.68889,2.58586,7.27184e+06
-5.68889,2.79273,7.24274e+06
-5.68889,2.9996,7.22502e+06
-5.68889,3.20646,7.22254e+06
-5.68889,3.41333,7.24043e+06
-5.68889,3.6202,7.28547e+06
-5.68889,3.82707,7.36649e+06
-5.68889,4.03394,7.49487e+06
-5.68889,4.24081,7.68516e+06
-5.68889,4.44768,7.95581e+06
-5.68889,4.65455,8.32991e+06
-5.68889,4.86141,8.83622e+06
-5.68889,5.06828,9.51024e+06
-5.68889,5.27515,1.03954e+07
-5.68889,5.48202,1.15447e+07
-5.68889,5.68889,1.30218e+07
-5.68889,5.89576,1.49037e+07
-5.68889,6.10263,1.72819e+07
-5.68889,6.30949,2.02651e+07
-5.68889,6.51636,2.39817e+07
-5.68889,6.72323,2.85825e+07
-5.68889,6.9301,3.42441e+07
-5.68889,7.13697,4.11716e+07
-5.68889,7.34384,4.96034e+07
-5.68889,7.55071,5.98141e+07
-5.68889,7.75758,7.212e+07
-5.68889,7.96444,8.68835e+07
-5.68889,8.17131,1.04518e+08
-5.68889,8.37818,1.25496e+08
-5.68889,8.58505,1.5035e+08
-5.68889,8.79192,1.79685e+08
-5.68889,8.99879,2.14184e+08
-5.68889,9.20566,2.54614e+08
-5.68889,9.41253,3.01836e+08
-5.68889,9.61939,3.56813e+08
-5.68889,9.82626,4.2062e+08
-5.68889,10.0331,4.94458e+08
-5.68889,10.24,5.79656e+08
-5.48202,-10.24,8.20046e+08
-5.48202,-10.0331,7.03338e+08
-5.48202,-9.82626,6.01638e+08
-5.48202,-9.61939,5.13255e+08
-5.48202,-9.41253,4.36658e+08
-5.48202,-9.20566,3.70469e+08
-5.48202,-8.99879,3.13444e+08
-5.48202,-8.79192,2.64468e+08
-5.48202,-8.58505,2.22542e+08
-5.48202,-8.37818,1.86772e+08
-5.48202,-8.17131,1.56362e+08
-5.48202,-7.96444,1.30602e+08
-5.48202,-7.75758,1.08865e+08
-5.48202,-7.55071,9.05959e+07
-5.48202,-7.34384,7.5304e+07
-5.48202,-7.13697,6.25592e+07
-5.48202,-6.9301,5.19848e+07
-5.48202,-6.72323,4.32516e+07
-5.48202,-6.51636,3.60737e+07
-5.48202,-6.30949,3.02033e+07
-5.48202,-6.10263,2.54268e+07
-5.48202,-5.89576,2.15606e+07
-5.48202,-5.68889,1.84477e+07
-5.48202,-5.48202,1.59549e+07
-5.48202,-5.27515,1.3969e+07
-5.48202,-5.06828,1.23951e+07
-5.48202,-4.86141,1.11536e+07
-5.48202,-4.65455,1.01784e+07
-5.48202,-4.44768,9.41494e+06
-5.48202,-4.24081,8.81837e+06
-5.48202,-4.03394,8.3523e+06
-5.48202,-3.82707,7.98732e+06
-5.48202,-3.6202,7.69994e+06
-5.48202,-3.41333,7.47153e+06
-5.48202,-3.20646,7.28751e+06
-5.48202,-2.9996,7.13657e+06
-5.48202,-2.79273,7.01004e+06
-5.48202,-2.58586,6.90138e+06
-5.48202,-2.37899,6.80573e+06
-5.48202,-2.17212,6.71951e+06
-5.48202,-1.96525,6.64015e+06
-5.48202,-1.75838,6.56581e+06
-5.48202,-1.55152,6.49523e+06
-5.48202,-1.34465,6.42754e+06
-5.48202,-1.13778,6.36216e+06
-5.48202,-0.930909,6.29871e+06
-5.48202,-0.72404,6.23694e+06
-5.48202,-0.517172,6.17668e+06
-5.48202,-0.310303,6.11784e+06
-5.48202,-0.103434,6.06035e+06
-5.48202,0.103434,6.00418e+06
-5.48202,0.310303,5.9493e+06
-5.48202,0.517172,5.89572e+06
-5.48202,0.72404,5.84347e+06
-5.48202,0.930909,5.79262e+06
-5.48202,1.13778,5.74325e+06
-5.48202,1.34465,5.69554e+06
-5.48202,1.55152,5.64973e+06
-5.48202,1.75838,5.60616e+06
-5.48202,1.96525,5.56537e+06
-5.48202,2.17212,5.52809e+06
-5.48202,2.37899,5.49538e+06
-5.48202,2.58586,5.46872e+06
-5.48202,2.79273,5.45016e+06
-5.48202,2.9996,5.44249e+06
-5.48202,3.20646,5.4495e+06
-5.48202,3.41333,5.47623e+06
-5.48202,3.6202,5.52936e+06
-5.48202,3.82707,5.6176e+06
-5.48202,4.03394,5.75219e+06
-5.48202,4.24081,5.94752e+06
-5.48202,4.44768,6.22184e+06
-5.48202,4.65455,6.59805e+06
-5.48202,4.86141,7.10467e+06
-5.48202,5.06828,7.77689e+06
-5.48202,5.27515,8.65791e+06
-5.48202,5.48202,9.80026e+06
-5.48202,5.68889,1.12674e+07
-5.48202,5.89576,1.31358e+07
-5.48202,6.10263,1.54964e+07
-5.48202,6.30949,1.84576e+07
-5.48202,6.51636,2.2147e+07
-5.48202,6.72323,2.6715e+07
-5.48202,6.9301,3.23373e+07
-5.48202,7.13697,3.92185e+07
-5.48202,7.34384,4.75959e+07
-5.48202,7.55071,5.77434e+07
-5.48202,7.75758,6.99764e+07
-5.48202,7.96444,8.4656e+07
-5.48202,8.17131,1.02195e+08
-5.48202,8.37818,1.23063e+08
-5.48202,8.58505,1.47794e+08
-5.48202,8.79192,1.7699e+08
-5.48202,8.99879,2.11332e+08
-5.48202,9.20566,2.51586e+08
-5.48202,9.41253,2.98611e+08
-5.48202,9.61939,3.53369e+08
-5.48202,9.82626,4.16933e+08
-5.48202,10.0331,4.905e+08
-5.48202,10.24,5.75399e+08
-5.27515,-10.24,8.1495e+08
-5.27515,-10.0331,6.98567e+08
-5.27515,-9.82626,5.97164e+08
-5.27515,-9.61939,5.09051e+08
-5.27515,-9.41253,4.327e+08
-5.27515,-9.20566,3.66733e+08
-5.27515,-8.99879,3.0991e+08
-5.27515,-8.79192,2.61117e+08
-5.27515,-8.58505,2.19357e+08
-5.27515,-8.37818,1.83736e+08
-5.27515,-8.17131,1.53461e+08
-5.27515,-7.96444,1.27823e+08
-5.27515,-7.75758,1.06196e+08
-5.27515,-7.55071,8.80258e+07
-5.27515,-7.34384,7.2823e+07
-5.27515,-7.13697,6.01585e+07
-5.27515,-6.9301,4.96563e+07
-5.27515,-6.72323,4.09882e+07
-5.27515,-6.51636,3.3869e+07
-5.27515,-6.30949,2.80515e+07
-5.27515,-6.10263,2.33228e+07
-5.27515,-5.89576,1.94998e+07
-5.27515,-5.68889,1.64262e+07
-5.27515,-5.48202,1.3969e+07
-5.27515,-5.27515,1.20157e+07
-5.27515,-5.06828,1.04716e+07
